group,model,feature_set,fold,best_inner_auc,best_params
adults,SVM,top10,10,0.8122616201920989,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,11,0.8079535765884754,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,12,0.7713297415530379,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,13,0.8213366398794575,"{""clf__C"": 2.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,14,0.7951301690942576,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,15,0.8022874540369936,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,16,0.7952578075103398,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,17,0.8097508037712918,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,18,0.8046190496121435,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,19,0.7889957935710697,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,20,0.7720481751213795,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,21,0.8063772702469757,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,22,0.8092302320317973,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,23,0.7841048607623193,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,24,0.8155414643674312,"{""clf__C"": 2.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,25,0.8125255005549664,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,26,0.7851661179009245,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,27,0.8150769124641132,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,28,0.7923171633461689,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,29,0.8053427925665496,"{""clf__C"": 2.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,30,0.803223301151478,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,31,0.7989866823545461,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,32,0.8213276100476836,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,33,0.7696334895920532,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,34,0.8342279842625148,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,35,0.8140191432433607,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,36,0.820431253914219,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,37,0.8008381466599698,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,38,0.8043260645125286,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,39,0.7798897120375021,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,40,0.8028671072294462,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,41,0.7861296745850153,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,42,0.8083564311004459,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,43,0.749931985601875,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,44,0.8400327515486357,"{""clf__C"": 2.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,45,0.7598583285277577,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,46,0.7952459292123196,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,47,0.7871551805656317,"{""clf__C"": 0.5, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}"
adults,SVM,top10,48,0.8179272001785813,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
adults,SVM,top10,49,0.8090330096545566,"{""clf__C"": 0.5, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}"
