group,feature,withdrawal_n,reentry_n,withdrawal_minus_reentry_mean,mean_difference_ci95_low,mean_difference_ci95_high,welch_t,welch_p,cohen_d,bh_fdr_p,bh_fdr_reject_0_05
teens,EMBU-F EW,68,149,-8.734998026056061,-12.144915684116985,-5.325080367995139,-5.0586594122109005,1.1371606416364103e-06,-0.6790841752989263,1.9681626489860947e-06,True
teens,EMBU-F PUN,68,149,3.566521910777734,1.2977810578949622,5.835262763660506,3.113952509208527,0.0023312285379565186,0.48059356398337505,0.002997293834515524,True
teens,EMBU-F OI,68,149,3.771812080536911,1.8999704075031119,5.64365375357071,3.994355047036755,0.00011903667284134398,0.6354767998304068,0.00016739532118313996,True
teens,EMBU-F FS,68,149,-1.043426766679826,-2.404565250610827,0.31771171725117475,-1.5150532042003386,0.13192408419430965,-0.21165573129670098,0.1349223588350894,False
teens,EMBU-F REJ,68,149,2.147749703908408,0.8958821711760272,3.399617236640789,3.396687197286326,0.0009245230150913896,0.5129913667480323,0.0012236334023268392,True
teens,EMBU-F OP,68,149,1.5818199763126728,0.5078991669189459,2.6557407857063997,2.9149317088495055,0.004212393726358311,0.4321717319206856,0.004988360991740106,True
teens,CSES_TS,68,149,-9.522305566521911,-11.77239037141747,-7.272220761626352,-8.36686037823146,5.422626069521908e-14,-1.1878580219392791,2.4401817312848585e-12,True
teens,HEI_TS,68,149,9.349684168969599,7.034577317525717,11.664791020413482,7.998744695548799,1.045609833422726e-12,1.2277741650471832,2.3526221252011335e-11,True
teens,CSQ_PS,68,149,-0.1492795104619029,-0.21978573746229754,-0.07877328346150828,-4.195895136813249,5.5278360113247444e-05,-0.6602440924771108,8.291754016987116e-05,True
teens,CSQ_SB,68,149,0.18851164626924583,0.11563500442457758,0.26138828811391407,5.11150787986525,9.688602325226576e-07,0.7087288762237486,1.7439484185407836e-06,True
teens,CSQ_HS,68,149,-0.17427951046190288,-0.24334722393040475,-0.105211796993401,-4.991730670993269,1.8695363985855994e-06,-0.7279996874921134,3.0046120691554276e-06,True
teens,CSQ_FAN,68,149,0.12845440189498625,0.05752159334378505,0.19938721044618746,3.579607742637614,0.00047028813931938797,0.5036070458652551,0.0006413020081628019,True
teens,CSQ_REP,68,149,0.10539066145066922,0.05263930190141766,0.15814202099992078,3.943621659117589,0.0001168280735167818,0.5170304342647576,0.00016739532118313996,True
teens,CSQ_RAT,68,149,0.05793525463876825,-0.00953638263708187,0.12540689191461837,1.6987946247614611,0.09175539356552538,0.24874179126299806,0.0960230862895033,False
teens,A-SSRS_TS,68,149,-13.837939202526648,-18.418449536022663,-9.257428869030633,-5.9796601658734465,2.2295474186988553e-08,-0.8932207799532554,5.100525794290957e-08,True
teens,A-SSRS_SS,68,149,-4.2465455981050155,-5.862085749322818,-2.631005446887214,-5.205364262596302,8.304303749985816e-07,-0.7941158045243387,1.5570569531223405e-06,True
teens,A-SSRS_OS,68,149,-4.173312277931306,-5.837180842176728,-2.509443713685883,-4.965556734448552,2.2683205882916246e-06,-0.7481503774330812,3.5198078094180383e-06,True
teens,A-SSRS_SU,68,149,-5.418081326490327,-7.377627211171696,-3.458535441808958,-5.469787196055029,2.2046211946692118e-07,-0.7977568757467484,4.50945244364157e-07,True
