group,method,metric,n_outer_folds,mean,sd,bootstrap_ci_low,bootstrap_ci_high,n_boot
teens,kde_signed_top5_net,withdrawal_auroc,10,0.5982897562207907,0.08725776581952345,0.5467061229000884,0.6443189970948591,2000
teens,kde_signed_top5_net,withdrawal_pr_auc,10,0.4893894387051814,0.10502810402470282,0.42985157462475393,0.5549454474400006,2000
teens,kde_weighted_abs,error_auroc,10,0.6582584787171472,0.10774119973837996,0.596324595492484,0.723083102725408,2000
teens,kde_weighted_abs,error_pr_auc,10,0.8283346910013529,0.07160669905455061,0.7895311753981602,0.8713160459017467,2000
teens,kde_weighted_abs,withdrawal_auroc,10,0.39879941897183274,0.09398049920942542,0.33965130415561445,0.45259913793103446,2000
teens,kde_weighted_abs,withdrawal_pr_auc,10,0.30202511606779836,0.04677710600698798,0.2734591504517728,0.32874796885226015,2000
teens,kde_weighted_logratio,error_auroc,10,0.2744845266951715,0.09793776599774193,0.21794822060981098,0.33055147964726456,2000
teens,kde_weighted_logratio,error_pr_auc,10,0.6453209721904745,0.09573752787414447,0.5892952867547463,0.6994704642452724,2000
teens,kde_weighted_logratio,withdrawal_auroc,10,0.7898073765315144,0.09215773421708913,0.735416777188329,0.8427667361374258,2000
teens,kde_weighted_logratio,withdrawal_pr_auc,10,0.6717944027282574,0.12624518770770174,0.6025880412769514,0.7415947570274615,2000
teens,kde_weighted_signed,error_auroc,10,0.3206943382464832,0.09113226725597942,0.26580378884131417,0.3695423955321316,2000
teens,kde_weighted_signed,error_pr_auc,10,0.6414388367957541,0.10067903113092783,0.5804771567662234,0.6974375038240072,2000
teens,kde_weighted_signed,withdrawal_auroc,10,0.7360591133004927,0.09447946886963918,0.6794718485537451,0.7903884520651763,2000
teens,kde_weighted_signed,withdrawal_pr_auc,10,0.6325104724019426,0.15480881025250512,0.536740609756283,0.7243357959442366,2000
